,idx_unary,idx_binary,ET.COMP_TIME,ET.DECOMP_TIME,ET.COMP_SIZE,ET.DECOMP_SIZE,ET.VERTICES,ET.TYPE,ET.BOUNDING_BOX,ET.ADD_VERTEX,ET.IS_INTERSECTING,ET.INTERSECTION
0,1715.0,"(10832, 9230)",4.260700001168516e-05,0.00010037399999873742,675.0,675.0,0.00016647600000396778,8.693500001299981e-05,7.073399996215812e-05,8.67239999706726e-05,0.00014438900001323418,0.00028016499999239386
1,8771.0,"(15773, 8337)",2.966800002468517e-05,3.263299998934599e-05,169.0,169.0,5.498599995235054e-05,4.5575999990887794e-05,4.6349999990979995e-05,5.2926999956071086e-05,0.0001287139999703868,8.664299997462876e-05
2,2856.0,"(15910, 12094)",2.326399999219575e-05,3.4084999981587316e-05,261.0,261.0,5.6459999996150145e-05,4.971700002442958e-05,5.038800003376309e-05,5.803199996989861e-05,8.003200002804078e-05,6.680399997094355e-05
3,13344.0,"(12030, 5184)",3.5202999981720495e-05,4.954599995699027e-05,618.0,618.0,7.984299998042843e-05,6.570699997610063e-05,6.496599996808072e-05,8.158200000707438e-05,6.192999995846549e-05,6.366399998114503e-05
4,8734.0,"(14983, 16287)",2.2107999996023864e-05,3.7572999985968636e-05,216.0,216.0,5.751200001213874e-05,4.9051000019062485e-05,4.995400001917005e-05,5.631400000538633e-05,7.62799999733943e-05,7.393999999294465e-05
5,3529.0,"(2127, 4354)",2.4440000004233298e-05,4.065600001013081e-05,420.0,420.0,5.593800000269766e-05,5.212499996787301e-05,5.6118999964382965e-05,6.703499997229301e-05,6.902600000557868e-05,6.935300001487121e-05
6,1250.0,"(4727, 14250)",2.6950000005854235e-05,4.4755999965673254e-05,738.0,738.0,6.425399999443471e-05,6.087899998874491e-05,6.553899999062196e-05,8.41909999849122e-05,7.694499998933679e-05,6.597999998803061e-05
7,12423.0,"(1621, 11816)",2.146299999594703e-05,3.08420000010301e-05,57.0,57.0,4.8845999970126286e-05,4.804500002819623e-05,5.0932000021930435e-05,5.203499995332095e-05,6.239799995455542e-05,5.3953000019646424e-05
8,10885.0,"(12890, 16155)",2.098300001307507e-05,3.3879000000069937e-05,122.0,122.0,8.837199999334189e-05,5.1332999987607764e-05,8.063199999241988e-05,6.475100002489853e-05,0.00011256100003720348,7.500800001025709e-05
9,11167.0,"(6912, 6854)",2.529300002152013e-05,4.825799999252922e-05,537.0,537.0,0.00014646799996853588,9.595200003786886e-05,7.33960000047773e-05,8.21169999767335e-05,8.879999995770049e-05,8.665699999710341e-05
10,1700.0,"(10765, 824)",2.1744999969541823e-05,4.0172000012717035e-05,260.0,260.0,6.310399999165384e-05,5.6686999982957786e-05,5.905199998323951e-05,7.017000001496854e-05,0.00013485400000945447,0.00011094399997091386
11,5231.0,"(6865, 7480)",2.085900001702612e-05,3.8532000019131374e-05,239.0,239.0,5.645199996706651e-05,5.693699995390489e-05,5.698100000017803e-05,6.519100003288258e-05,0.00010560099997292127,7.947699998567259e-05
