,idx,ET.COMP_TIME,ET.DECOMP_TIME,ET.COMP_SIZE,ET.DECOMP_SIZE,ET.VERTICES,ET.TYPE,ET.VERTEX_COUNT,ET.AREA,ET.LENGTH
0,2403.0,2.133278608999717,1.3351434139995035,3317260.0,5048417.0,0.00213914600044518,4.214100044919178e-05,2.779300029942533e-05,3.1552000109513756e-05,2.851899989764206e-05
1,10559.0,2.0278491140006736,1.1224967739999556,3317260.0,5048417.0,7.803000062267529e-05,2.9352000638027675e-05,1.8073000319418497e-05,1.9178999536961783e-05,1.6138000319187995e-05
2,16171.0,2.064030353999442,1.1782119970002896,3317260.0,5048417.0,7.546899996668799e-05,2.666199998202501e-05,1.4881999959470704e-05,1.6986999980872497e-05,1.5085000086401124e-05
3,1989.0,2.0823146530001395,1.2703564430003098,3317260.0,5048417.0,8.657499984110473e-05,3.286300034233136e-05,1.958399934665067e-05,2.236099953734083e-05,2.0092999875487294e-05
4,8688.0,2.0391593790000115,1.1306606489997648,3317260.0,5048417.0,7.899000047473237e-05,2.932999996119179e-05,1.7221999769390095e-05,2.101400059473235e-05,1.774100019247271e-05
5,16435.0,2.1260189929998887,1.2438738419996298,3317260.0,5048417.0,0.00010658500013960293,4.5185000089986715e-05,2.8286000087973662e-05,3.26450008287793e-05,2.9268999242049176e-05
6,542.0,2.225811438999699,1.2802332620003654,3317260.0,5048417.0,7.898999956523767e-05,2.7099999897473026e-05,1.4569000086339656e-05,1.7304000721196644e-05,1.530600002297433e-05
7,6128.0,2.0911677329995655,1.262843927999711,3317260.0,5048417.0,8.757900013733888e-05,3.270700017310446e-05,1.661100031924434e-05,3.254199964430882e-05,1.8706999981077388e-05
8,14692.0,2.2336996060003003,1.2228676660006386,3317260.0,5048417.0,0.00010945599933620542,4.255400017427746e-05,2.8622000172617845e-05,3.1380999644170515e-05,2.9122000341885723e-05
9,9133.0,2.246531173999756,1.2118184029995973,3317260.0,5048417.0,8.510200041200733e-05,2.9721999453613535e-05,1.6105999748106115e-05,2.0200000108161476e-05,1.698200048849685e-05
10,7216.0,2.1746718939994025,1.2487725020000653,3317260.0,5048417.0,0.00011870600064867176,2.9089999770803843e-05,1.4240000382415019e-05,1.8585999896458816e-05,1.5536000319116283e-05
11,14461.0,2.1777334339994923,1.210769702000107,3317260.0,5048417.0,0.00011750799967558123,4.0998000258696266e-05,2.1054000171716325e-05,2.487599977030186e-05,2.1644999833370093e-05
12,7701.0,2.283059071000025,1.2306232330001876,3317260.0,5048417.0,7.92579994595144e-05,2.937600038421806e-05,1.4552999346051365e-05,1.864300065790303e-05,1.552300000184914e-05
13,5775.0,2.3341011809998236,1.3124951130002955,3317260.0,5048417.0,8.448599965049652e-05,3.28759997501038e-05,1.8349999663769267e-05,2.1965000087220687e-05,1.944599989656126e-05
14,14698.0,2.335704381999676,1.3116452570002366,3317260.0,5048417.0,0.00010270699931425042,4.3559000005188864e-05,2.3385000531561673e-05,2.770100036286749e-05,2.4011999812501017e-05
15,2877.0,2.214002929000344,1.2092762579995906,3317260.0,5048417.0,0.00010105500041390769,4.7974999688449316e-05,3.306700000393903e-05,3.714700051205e-05,5.086700002721045e-05
16,2595.0,2.254898879999928,1.1957388730006642,3317260.0,5048417.0,8.263600011559902e-05,2.9955999707453884e-05,1.5545000678685028e-05,2.2076999812270515e-05,1.6791000234661624e-05
17,9504.0,2.2290558559998317,1.1538570570000957,3317260.0,5048417.0,8.051300028455444e-05,3.022800046892371e-05,1.6290000530716497e-05,2.0233999748597853e-05,1.71329993463587e-05
18,8486.0,2.122065100999862,1.2061947620004503,3317260.0,5048417.0,8.467099996778416e-05,3.327699960209429e-05,1.948099998116959e-05,2.3397999939334113e-05,2.004100042540813e-05
19,13550.0,2.200086537000061,1.1961494710003535,3317260.0,5048417.0,7.81740000093123e-05,2.7658000362862367e-05,1.46550000863499e-05,1.85349999810569e-05,1.5515000086452346e-05
20,5841.0,2.235038652000185,1.1943437250001807,3317260.0,5048417.0,7.517900030507008e-05,2.7862000024470035e-05,1.4430999726755545e-05,1.805299962143181e-05,1.592900025570998e-05
21,16162.0,2.2586753870000393,1.2037217650004095,3317260.0,5048417.0,8.878799962985795e-05,3.66020003639278e-05,2.102799953718204e-05,2.430099993944168e-05,2.188300004490884e-05
22,6037.0,2.209527459000128,1.2791821570008324,3317260.0,5048417.0,7.741900026303483e-05,2.7398999918659683e-05,1.2509000043792184e-05,1.5664999409636948e-05,1.3351000234251842e-05
23,14713.0,2.240610840000045,1.1346528789999866,3317260.0,5048417.0,8.641499971417943e-05,3.074799951718887e-05,1.8301999261893798e-05,2.1724999896832742e-05,1.8792999981087632e-05
24,11618.0,2.1510070129997985,1.1191475819996413,3317260.0,5048417.0,7.867200019973097e-05,2.591800057416549e-05,1.2428999980329536e-05,1.5073000213305932e-05,1.287299983232515e-05
25,10024.0,2.187184729999899,1.136344796999765,3317260.0,5048417.0,7.412100057990756e-05,2.8665000172622968e-05,1.2469000466808211e-05,1.5347999578807503e-05,1.2645999959204346e-05
26,2247.0,2.1029194400007327,1.220029871999941,3317260.0,5048417.0,7.830100003047846e-05,2.9597000320791267e-05,1.5209000594040845e-05,1.77570000232663e-05,1.5640000128769316e-05
27,12597.0,2.0386603020006078,1.2259619360002034,3317260.0,5048417.0,7.805899986124132e-05,2.7472000510897487e-05,1.4164999811328016e-05,1.8040999748336617e-05,1.5241000255628023e-05
28,13311.0,2.064877348999289,1.1207327609999993,3317260.0,5048417.0,8.101000003080117e-05,2.7996999961032998e-05,1.4942999769118614e-05,1.7303999811701942e-05,1.5719000657554716e-05
29,12300.0,2.111021828000048,1.2869117030004418,3317260.0,5048417.0,8.508900009474019e-05,3.47440000041388e-05,2.1113999537192285e-05,2.4119999579852447e-05,2.175800000259187e-05
mean,9281.766666666666,2.173158777299947,1.2151685927667737,3317260.0,5048417.0,0.00015528963337298288,3.265376675093042e-05,1.8298900007115055e-05,2.2190466643223773e-05,1.9576800059439848e-05
